CustomerID,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,TotalTransactions,Age,LastLoginIP,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,LoyaltyLevel,ChurnRiskCategory,BasketSizeCategory,ProductDiversity,AccountStatus,Country,Churn,RegistrationDate_day,RegistrationDate_month,RegistrationDate_year,Gender_encoded,Region_encoded,FavoriteSeason_encoded,PreferredTimeOfDay_encoded,WeekendPreference_encoded,CustomerType_encoded,MonetaryPerDay,AvgBasketValue,TenureRatio,ProductDiversityPerTrans,ReturnIntensity
17097,4.403380281690141,4.787386515821916,-12.75,39.8,457,2.1455399061032865,-1,12,365,2,15,12,0.0187793427230046,17.0,1,2,0,2,213,69.0,237.196.35.136,2.0,3.0,2,6,2,2,0,0,2,Active,Spain,0,15,10,2010,0,1,1,2,1,3,312.64,104.21333333333332,0.005494505494505495,17.0,0.08450704225352071
15192,20.47686274509804,14.191527682416163,3.3600000000000003,69.6,918,18.0,2,72,365,2,15,6,0.0,12.0,1,0,0,0,51,33.0,52.40.121.113,3.0,2.0,1,2,2,2,3,2,2,Active,United Kingdom,1,9,9,2010,-1,0,3,2,0,1,8.630743801652894,348.10666666666674,0.4878048780487805,12.0,0.0
14441,26.188813559322035,26.40708735095925,-54.75,107.1,430,7.288135593220339,-5,24,365,1,14,10,0.0,4.5,1,8,0,8,59,30.0,111.36.134.248,1.0,2.0,3,2,2,2,0,1,2,Active,United Kingdom,0,9,12,2010,1,0,0,2,0,4,772.57,154.514,0.0027397260273972603,4.5,1.35593220338983
15279,13.21,8.502005645728541,-8.850000000000001,26.1,185,8.80952380952381,-3,48,365,0,10,12,0.0,10.5,1,2,0,2,21,67.0,254.214.252.70,1.0,5.0,0,6,1,0,3,1,2,Active,United Kingdom,1,4,11,2010,-1,0,1,0,0,2,0.7792415730337079,138.705,32.27272727272727,10.5,0.1904761904761904
16579,-30.6,0.0,-30.6,-30.6,-12,-12.0,-12,-12,365,3,15,12,0.0,1.0,1,1,0,1,1,77.0,234.228.73.16,4.0,1.0,0,6,0,0,3,0,0,Active,United Kingdom,1,28,3,2010,-1,0,1,2,0,2,-0.08360655737704918,-30.6,365.0,1.0,1.0
15380,45.4691891891892,54.83913314709054,-7.9,230.1,374,10.108108108108109,-2,78,365,3,16,7,0.0,3.6666666666666665,1,1,0,1,37,59.0,231.174.187.38,1.0,2.0,3,5,2,2,0,1,2,Active,United Kingdom,0,26,1,2010,0,0,3,2,0,3,168.236,280.3933333333333,0.025210084033613446,3.6666666666666665,0.162162162162162
17442,15.787571428571429,7.488756644063014,-17.0,49.8,1490,10.642857142857142,-2,48,365,1,12,8,0.0,9.7,1,5,0,5,140,47.0,225.18.12.54,2.0,5.0,3,4,3,2,0,1,2,Active,United Kingdom,0,2,10,2010,0,0,3,1,0,4,73.67533333333334,221.026,0.08630952380952381,9.7,0.357142857142857
17950,6.557222222222222,7.468087075660009,-10.08,37.5,342,4.75,-24,40,365,3,15,12,0.0,15.75,1,1,0,1,72,49.1499509964064,219.175.1.143,3.0,5.0,2,0,1,2,2,0,2,Active,United Kingdom,0,6,11,2010,0,0,1,2,0,0,6.467397260273973,118.03,0.24489795918367346,15.75,0.0555555555555552
12826,15.618297872340428,6.406692844255965,-3.3,35.400000000000006,1054,11.212765957446807,-2,48,365,3,12,1,0.0,7.25,1,3,0,3,94,34.0,111.219.208.21,0.0,5.0,3,2,2,2,0,1,2,Closed,United Kingdom,0,21,9,2010,1,0,1,1,0,3,367.03,183.515,0.008264462809917356,7.25,0.2553191489361696
17456,14.69764705882353,7.008098466606122,6.8,35.400000000000006,222,13.058823529411764,4,36,365,3,15,12,0.0,17.0,1,0,0,0,17,73.0,129.93.195.140,2.0,4.0,0,6,1,0,3,1,1,Active,United Kingdom,1,28,12,2009,0,0,1,2,0,2,0.6826775956284153,249.86,365.0,17.0,0.0
17307,-152.64,0.0,-152.64,-152.64,-144,-144.0,-144,-144,365,3,15,12,0.0,1.0,1,1,0,1,1,80.0,124.156.39.165,1.0,2.0,0,6,0,0,3,0,0,Active,United Kingdom,1,21,10,2010,0,0,1,2,0,2,-0.4170491803278688,-152.64,365.0,1.0,1.0
15811,15.6210071942446,7.742460127974907,-20.85,47.7,1061,7.633093525179856,-3,48,365,3,15,8,0.0,13.0,1,6,0,6,139,36.0,223.60.159.186,3.0,3.0,3,3,3,2,0,1,2,Active,United Kingdom,0,15,10,2010,-1,0,3,2,0,3,120.6288888888889,241.2577777777778,0.04871060171919771,13.0,0.3884892086330928
13327,33.18871559633027,22.307254512615128,-10.2,99.6,1588,14.568807339449542,-12,40,365,1,15,3,0.0,8.222222222222221,1,1,0,1,109,45.0,225.97.239.104,1.0,5.0,2,4,3,2,1,1,2,Active,United Kingdom,0,18,5,2010,-1,0,2,2,0,3,90.43924999999999,401.95222222222213,0.11926605504587157,8.222222222222221,0.0825688073394495
17700,17.18417808219178,11.557558073837958,-15.9,81.6,1261,8.636986301369863,-2,36,365,1,11,11,0.0,19.666666666666668,1,4,0,4,146,75.0,139.110.29.89,1.0,3.0,3,6,3,2,0,1,2,Active,United Kingdom,0,6,12,2010,1,0,0,0,0,3,139.38277777777776,418.1483333333333,0.04871060171919771,19.666666666666668,0.1643835616438356
13136,18.31208633093525,11.028716171807584,-15.9,51.0,1312,9.43884892086331,-3,25,365,2,12,9,0.0,8.818181818181818,1,12,0,12,139,49.1499509964064,119.141.51.108,3.0,4.0,3,0,3,2,1,1,2,Active,United Kingdom,0,25,2,2010,1,0,0,1,0,3,49.90941176470589,231.39818181818183,0.15822784810126583,8.818181818181818,0.9496402877697835
15535,5.896153846153846,9.852605460772006,-51.0,30.0,129,1.6538461538461535,-12,24,365,6,12,1,0.9743589743589745,7.857142857142857,1,3,0,3,78,43.0,182.147.58.36,1.0,1.0,1,3,1,2,3,0,2,Active,United Kingdom,1,6,10,2010,0,0,1,1,2,1,2.6431034482758617,65.7,0.8963730569948186,7.857142857142857,0.26923076923076883
12605,-2.5,1.472243186433546,-4.2,-1.65,-4,-1.3333333333333333,-2,-1,365,3,15,12,0.0,3.0,1,3,0,3,3,54.0,28.196.131.250,3.0,4.0,0,4,0,0,3,0,0,Active,Germany,1,9,3,2010,-1,1,1,2,0,2,-0.020491803278688523,-7.5,365.0,3.0,1.0
15329,16.217741935483872,11.907675361819154,-15.0,76.5,476,7.67741935483871,-4,25,365,3,15,7,0.0,10.4,1,5,0,5,62,49.1499509964064,230.101.107.89,3.0,4.0,2,0,2,2,1,1,2,Active,United Kingdom,0,13,9,2010,-1,0,3,2,0,3,27.930555555555557,201.1,0.10606060606060606,10.4,0.4032258064516125
15211,17.20019230769231,5.660942030101966,10.2,38.25,240,4.615384615384615,1,12,365,0,13,10,0.0,26.0,1,0,0,0,52,70.0,169.35.93.105,4.0,2.0,1,6,2,2,1,0,2,Suspended,United Kingdom,0,31,10,2010,0,0,0,1,0,0,14.662459016393441,447.205,0.19672131147540983,26.0,0.0
15596,15.99214285714286,10.379283359831897,-17.700000000000003,39.8,548,6.523809523809524,-6,24,365,3,13,1,0.0,5.666666666666667,1,7,0,7,84,79.0,221.76.227.84,3.0,5.0,2,6,2,2,3,1,2,Active,United Kingdom,1,11,12,2010,0,0,1,1,0,1,13.17,149.26,0.38113207547169814,5.666666666666667,0.7499999999999997
16163,63.085714285714296,256.3204386347386,-415.00000000000006,415.00000000000006,92,13.142857142857142,-100,100,365,3,16,12,0.0,1.6666666666666667,1,1,0,1,7,40.0,209.245.76.249,3.0,4.0,1,3,1,1,3,1,1,Active,United Kingdom,1,12,1,2010,-1,0,1,2,0,2,1.9539823008849562,147.20000000000002,1.5957446808510638,1.6666666666666667,0.4285714285714284
16907,6.500993377483444,10.011846366844088,0.42,78.96000000000001,298,1.9735099337748343,1,24,365,3,14,4,0.0,17.8,1,0,0,0,151,80.0,255.50.100.202,0.0,5.0,2,6,2,2,0,0,2,Suspended,United Kingdom,0,21,12,2009,-1,0,2,2,0,3,32.721666666666664,196.32999999999998,0.08605341246290801,17.8,0.0
17576,8.292038369304557,8.927900703933345,-51.0,51.0,1954,4.685851318944844,-18,36,365,1,17,9,0.0,11.136363636363637,1,6,0,6,417,49.1499509964064,210.158.72.233,3.0,5.0,3,0,3,2,0,0,2,Closed,United Kingdom,0,28,10,2010,0,0,0,2,0,4,384.1977777777778,157.1718181818182,0.0223463687150838,11.136363636363637,0.31654676258992603
14713,7.81307917888563,9.44228696544592,-1.25,102.0,1613,4.730205278592376,-1,40,365,3,17,11,0.0,12.166666666666666,1,2,0,2,341,29.0,115.77.223.121,2.0,1.0,3,2,3,2,0,0,2,Active,United Kingdom,0,14,10,2010,-1,0,0,2,0,4,266.42600000000004,222.02166666666668,0.025280898876404494,12.166666666666666,0.0703812316715532
14702,9.340919540229883,8.001232092756283,-41.5,59.8,1444,4.149425287356322,-10,40,365,3,19,10,0.2011494252873563,10.88888888888889,1,1,0,1,348,70.0,198.54.71.252,4.0,1.0,3,6,3,2,0,0,2,Active,United Kingdom,0,24,7,2010,1,0,0,3,1,4,1625.3200000000002,180.59111111111113,0.0027397260273972603,10.88888888888889,0.0517241379310344
13230,4.515375816993464,6.46311632960094,-43.56,85.0,1544,2.522875816993464,-121,121,365,3,19,4,0.2549019607843137,26.2,1,1,0,1,612,18.0,85.102.107.241,1.0,3.0,3,1,3,2,0,0,2,Suspended,United Kingdom,0,23,11,2010,1,0,2,3,1,4,552.682,184.22733333333332,0.0110803324099723,26.2,0.0245098039215675
13969,14.196982622432856,20.25362600513079,-17.4,207.50000000000003,4483,7.082148499210111,-18,100,365,3,15,10,0.0,16.7,1,7,0,7,633,49.1499509964064,179.28.192.249,1.0,2.0,3,0,3,2,0,1,2,Active,United Kingdom,0,6,3,2010,-1,0,0,2,0,4,1123.3362499999998,449.33449999999993,0.019553072625698324,16.7,0.221169036334912
17530,6.053299492385787,5.552067654793969,0.55,39.8,1526,3.873096446700508,1,72,365,3,17,12,0.0,30.6,1,0,0,0,394,75.0,108.213.21.216,2.0,3.0,3,6,3,2,0,0,2,Active,United Kingdom,0,4,9,2010,-1,0,1,2,0,4,1192.5,238.5,0.0027472527472527475,30.6,0.0
15805,17.759511400651466,12.345965818141275,-23.4,102.0,3337,10.86970684039088,-36,48,365,3,12,10,0.0,11.0,1,6,0,6,307,18.0,155.27.77.50,2.0,5.0,3,1,3,2,0,1,2,Active,United Kingdom,0,21,3,2010,1,0,0,1,0,4,227.17375,272.6085,0.06725146198830409,11.0,0.39087947882736
17696,17.468650793650795,18.039085313980845,-13.9,97.8,1730,13.73015873015873,-7,72,365,1,13,7,0.1031746031746031,5.642857142857143,1,11,0,11,126,64.0,157.167.57.119,0.0,2.0,3,5,3,2,1,1,2,Active,United Kingdom,0,28,8,2010,-1,0,3,1,1,3,56.43717948717949,157.21785714285716,0.1162079510703364,5.642857142857143,1.222222222222222
17076,33.6432,24.242211587779416,9.9,76.32000000000001,295,11.8,1,72,365,4,17,11,0.0,5.666666666666667,1,0,0,0,25,49.1499509964064,220.165.221.64,2.0,2.0,1,0,2,2,1,1,1,Active,United Kingdom,0,22,12,2010,1,0,0,2,0,0,22.73189189189189,280.35999999999996,0.1094224924012158,5.666666666666667,0.0
17827,9.070272727272728,8.535989504460357,0.19,50.8,1247,5.668181818181818,1,48,365,4,11,12,0.2909090909090909,38.0,1,0,0,0,220,49.1499509964064,48.150.228.158,2.0,4.0,3,0,2,2,0,1,2,Active,United Kingdom,0,30,10,2010,-1,0,1,0,1,3,332.57666666666665,399.092,0.013888888888888888,38.0,0.0
16265,20.858269230769228,14.381825473238052,-13.65,104.0,2627,10.103846153846154,-12,50,365,4,12,2,0.0769230769230769,14.909090909090908,1,2,0,2,260,79.0,156.151.225.4,1.0,5.0,3,6,3,2,0,1,2,Active,United Kingdom,0,1,1,2011,1,0,1,1,1,4,542.3149999999999,493.01363636363635,0.025280898876404494,14.909090909090908,0.0846153846153836
17880,17.650769230769228,5.7915890206933165,10.08,30.6,314,12.076923076923077,2,36,365,4,10,12,0.0,26.0,1,0,0,0,26,71.0,131.61.96.4,0.0,1.0,1,6,1,0,3,1,2,Active,United Kingdom,1,27,9,2010,-1,0,1,0,0,2,1.2538797814207652,458.92,365.0,26.0,0.0
13000,17.253225806451617,12.551081331130206,2.88,76.32000000000001,379,12.225806451612904,1,72,365,4,10,3,0.0,10.0,1,0,0,0,31,65.0,65.140.141.162,4.0,2.0,1,6,2,2,3,1,2,Active,United Kingdom,1,8,1,2011,-1,0,2,0,0,1,4.952314814814816,178.2833333333334,0.41312741312741313,10.0,0.0
17790,10.345,7.684545457532859,0.95,58.0,836,4.4,1,40,365,6,14,10,0.3421052631578947,8.642857142857142,1,0,0,0,190,42.0,124.187.93.201,3.0,2.0,3,3,2,2,0,0,2,Active,United Kingdom,0,27,2,2010,0,0,0,2,1,4,70.19821428571429,140.39642857142857,0.07964601769911504,8.642857142857142,0.0
12731,67.84624548736463,71.56992784741679,-75.0,475.2000000000001,8366,30.20216606498195,-60,160,365,0,10,9,0.0,7.785714285714286,1,3,0,3,277,57.0,31.71.141.182,2.0,4.0,3,5,3,2,0,2,2,Active,France,0,16,4,2010,-1,1,0,0,0,4,751.7364,1342.3864285714285,0.07017543859649122,7.785714285714286,0.1516245487364608
14419,5.13621359223301,4.226271058107233,0.42,30.0,487,2.3640776699029127,1,24,365,1,11,11,0.0,18.666666666666668,1,0,0,0,206,62.0,2.161.50.135,0.0,0.0,3,5,2,2,0,0,2,Suspended,United Kingdom,0,16,9,2010,-1,0,0,0,0,3,88.17166666666667,176.34333333333333,0.030985915492957747,18.666666666666668,0.0
14082,6.284482758620689,5.241457394252438,0.95,23.4,110,3.793103448275862,1,36,365,4,11,12,0.0,28.0,1,0,0,0,29,70.0,146.179.8.55,1.0,5.0,0,6,1,0,3,0,2,Active,United Kingdom,1,16,9,2010,-1,0,1,0,0,2,0.4979508196721312,182.25,365.0,28.0,0.0
17912,7.39025,6.68680962887538,-9.95,34.0,183,4.575,-1,48,365,4,16,12,0.0,5.833333333333333,1,2,0,2,40,18.0,204.43.187.30,0.0,2.0,1,1,1,1,3,0,2,Suspended,United Kingdom,1,28,8,2010,0,0,1,2,0,2,0.9505144694533763,49.26833333333334,5.636363636363637,5.833333333333333,0.30000000000000004
15723,4.953658536585366,5.915280955329831,0.65,29.85,87,2.1219512195121952,1,12,365,4,11,12,0.0,37.0,1,0,0,0,41,33.0,59.9.220.68,3.0,2.0,0,2,1,0,3,0,2,Active,United Kingdom,1,22,10,2010,-1,0,1,0,0,2,0.5549180327868852,203.1,365.0,37.0,0.0
16656,107.103,107.68195628736235,-19.8,504.0,8873,110.9125,-12,480,365,1,9,7,0.0,0.6666666666666666,1,7,0,7,80,49.1499509964064,167.81.139.123,2.0,4.0,3,0,3,2,0,2,1,Suspended,United Kingdom,0,30,9,2010,-1,0,3,0,0,4,372.5321739130435,408.01142857142855,0.0641399416909621,0.6666666666666666,1.8375
14037,5.257142857142857,4.015979984772739,1.25,17.700000000000003,46,1.6428571428571428,1,6,365,4,11,12,0.0,13.5,1,0,0,0,28,56.0,130.23.191.242,0.0,3.0,0,5,1,2,3,0,2,Active,United Kingdom,1,3,11,2010,0,0,1,0,0,1,0.831638418079096,73.6,0.9312169312169312,13.5,0.0
14256,17.315925925925924,10.887587101836194,-34.0,45.0,410,7.592592592592593,-4,24,365,4,11,12,0.0,17.0,1,1,0,1,54,80.0,22.189.154.140,1.0,5.0,1,6,2,1,3,1,2,Closed,United Kingdom,1,9,7,2010,-1,0,1,0,0,2,3.6669019607843136,311.68666666666667,2.2882882882882885,17.0,0.0555555555555555
14543,27.253925233644864,61.456775541179226,-89.25,272.0,600,5.607476635514018,-8,64,365,3,10,3,0.102803738317757,2.0476190476190474,1,35,0,35,107,22.0,160.9.235.197,3.0,2.0,3,1,3,2,0,1,2,Active,United Kingdom,0,30,4,2010,0,0,2,0,1,4,583.2340000000002,138.8652380952381,0.0110803324099723,2.0476190476190474,6.869158878504671
16062,18.0253125,23.09531609001312,5.04,102.0,800,12.5,2,40,365,4,12,7,0.0,12.5,1,0,0,0,64,39.0,90.199.221.33,1.0,1.0,3,3,2,2,0,1,2,Active,United Kingdom,0,20,2,2010,0,0,3,1,0,0,104.87454545454544,288.405,0.028089887640449437,12.5,0.0
18116,3.751402116402117,4.302456936988146,0.12,44.46,848,2.243386243386244,1,114,365,3,13,12,0.2407407407407407,28.75,1,0,0,0,378,46.0,152.89.95.221,2.0,1.0,2,4,2,2,2,0,2,Active,United Kingdom,0,2,9,2010,1,0,1,1,1,0,20.551159420289856,177.25375,0.22895622895622897,28.75,0.0
16019,20.910545454545453,33.15394661152994,-162.0,175.2,1649,9.993939393939394,-36,36,365,1,10,10,0.0,13.3,1,5,0,5,165,72.0,69.38.237.139,1.0,4.0,3,6,3,2,0,1,2,Suspended,United Kingdom,0,23,3,2010,1,0,0,0,0,4,1150.08,345.024,0.005509641873278237,13.3,0.303030303030303
18178,15.8930303030303,5.980080105692642,-9.9,33.0,979,9.88888888888889,-2,48,365,2,10,5,0.0,13.333333333333334,1,2,0,2,99,49.1499509964064,160.64.72.20,2.0,1.0,2,0,2,2,3,1,2,Active,United Kingdom,1,10,10,2010,-1,0,2,0,0,1,13.681826086956523,262.235,0.4541832669322709,13.333333333333334,0.1212121212121212
18065,17.24695652173913,5.93340790404301,-12.75,35.7,1024,7.420289855072464,-3,48,365,2,11,12,0.1666666666666666,7.333333333333333,1,1,0,1,138,29.0,34.111.42.136,3.0,0.0,3,2,3,2,0,1,2,Suspended,United Kingdom,0,24,9,2010,0,0,1,0,1,4,340.01142857142855,158.672,0.016713091922005572,7.333333333333333,0.108695652173913
13148,9.649798270893372,11.389390495331238,-39.8,62.5,1828,5.268011527377522,-48,50,364,6,13,1,0.4582132564841498,14.0,1,28,0,28,347,43.0,66.21.79.253,1.0,3.0,3,3,3,2,0,1,2,Active,United Kingdom,0,26,10,2010,-1,0,1,1,1,4,111.61600000000001,196.9694117647059,0.08630952380952381,14.0,1.3717579250720457
12989,100.80161764705883,149.79395024559565,-61.2,810.0,2915,42.86764705882353,-24,648,364,3,12,12,0.0147058823529411,2.1578947368421053,1,4,0,4,68,33.0,70.5.246.246,2.0,5.0,3,2,3,2,0,2,2,Active,United Kingdom,0,8,10,2010,0,0,1,1,1,4,1713.6275,360.7636842105263,0.008287292817679558,2.1578947368421053,1.1176470588235292
14107,21.681290322580644,13.1230974288241,-14.75,71.4,1788,14.419354838709678,-5,48,364,4,12,3,0.2016129032258064,7.625,1,1,0,1,124,49.1499509964064,67.235.171.16,1.0,2.0,2,0,3,2,1,1,2,Active,United Kingdom,0,2,12,2010,0,0,2,1,1,3,50.726037735849054,336.06,0.16613418530351437,7.625,0.0645161290322576
15881,13.695,28.2014154300465,-40.8,100.8,199,6.21875,-48,48,364,0,16,1,0.0,3.25,1,3,0,3,32,54.0,99.73.35.83,2.0,1.0,1,4,1,1,3,1,2,Active,United Kingdom,1,16,11,2010,0,0,1,2,0,2,1.4001277955271565,54.78,5.886792452830188,3.25,0.75
12785,20.380666666666663,13.562675919420846,-6.24,56.0,128,8.533333333333333,-3,20,364,4,13,12,0.0,7.0,1,1,0,1,15,39.0,171.110.226.39,2.0,5.0,2,3,1,2,0,1,1,Active,Portugal,0,26,10,2010,1,1,1,1,0,0,76.4275,152.855,0.008287292817679558,7.0,0.1333333333333332
16727,5.93086956521739,4.537624354506299,0.55,17.700000000000003,177,3.847826086956522,1,12,364,4,13,12,0.0,41.0,1,0,0,0,46,74.0,10.202.148.1,3.0,1.0,0,6,1,0,3,0,2,Active,United Kingdom,1,13,10,2010,-1,0,1,1,0,2,0.7474520547945204,272.81999999999994,364.0,41.0,0.0
15514,13.592614678899082,79.56979240086783,-734.4000000000001,734.4000000000001,1791,8.215596330275229,-96,192,364,4,12,12,0.1926605504587156,7.384615384615385,1,40,0,40,218,46.0,6.181.174.251,1.0,1.0,3,4,3,2,0,1,2,Active,United Kingdom,0,19,11,2010,-1,0,1,1,1,4,227.93769230769232,227.93769230769232,0.0339943342776204,7.384615384615385,2.385321100917431
13787,9.969032258064518,7.12492636445632,1.65,24.96,337,10.870967741935484,1,96,364,6,12,9,0.7741935483870968,12.0,1,0,0,0,31,31.0,66.38.161.67,0.0,4.0,1,2,1,2,2,1,2,Active,United Kingdom,0,20,12,2010,-1,0,0,1,2,0,4.013506493506494,154.52,0.2629757785467128,12.0,0.0
17865,26.11449871465296,34.422689368630095,-102.0,285.6,5698,14.647814910025708,-12,96,364,2,12,8,0.0,7.074074074074074,1,19,0,19,389,45.0,100.77.35.207,2.0,5.0,3,4,3,2,1,1,2,Active,United Kingdom,0,20,1,2010,0,0,3,1,0,3,317.454375,376.24222222222227,0.09281437125748503,7.074074074074074,1.318766066838044
17220,6.775953389830509,5.383949641183461,0.55,33.9,1905,4.036016949152542,1,50,364,2,13,9,0.0,21.642857142857142,1,0,0,0,472,22.0,45.150.235.68,4.0,1.0,3,1,3,2,0,0,2,Active,United Kingdom,0,12,10,2010,1,0,0,1,0,4,127.93,228.44642857142858,0.07058823529411765,21.642857142857142,0.0
16565,57.9,69.36863484313353,17.85,138.0,46,15.333333333333334,3,40,364,4,15,12,0.0,3.0,1,0,0,0,3,64.0,254.17.5.213,2.0,1.0,0,5,1,0,3,2,0,Active,United Kingdom,1,24,1,2010,1,0,1,2,0,2,0.47589041095890405,173.7,364.0,3.0,0.0
16873,24.45089965397924,23.733009358604107,-17.0,350.0,3825,13.235294117647058,-3,144,364,4,15,12,0.1730103806228373,17.9,1,10,0,10,289,66.0,57.216.95.168,2.0,5.0,3,6,3,2,0,1,2,Suspended,United Kingdom,0,18,10,2010,1,0,1,2,1,4,1177.7183333333335,706.6310000000001,0.013888888888888888,17.9,0.346020761245674
14062,94.27792792792796,93.16113061998958,0.84,594.0,5593,50.387387387387385,1,864,364,3,15,12,0.0,5.0,1,0,0,0,111,47.0,245.248.30.170,2.0,2.0,3,4,3,2,0,2,2,Active,United Kingdom,0,2,12,2010,0,0,1,2,0,4,951.3500000000003,872.0708333333336,0.028169014084507043,5.0,0.0
15179,23.01263157894737,19.09444723843938,-16.5,103.68,1907,20.07368421052632,-30,288,364,0,12,1,0.0,13.0,1,2,0,2,95,63.0,7.241.124.199,2.0,0.0,3,5,3,2,0,2,2,Active,United Kingdom,0,19,11,2010,-1,0,1,1,0,3,115.06315789473688,312.3142857142858,0.05202312138728324,13.0,0.1473684210526311
18016,12.061463414634146,8.456824645619967,1.7,42.5,1029,8.365853658536585,1,96,364,0,14,9,0.0,18.0,1,0,0,0,123,79.0,91.216.147.169,1.0,4.0,2,6,2,2,1,1,2,Active,United Kingdom,0,2,10,2010,1,0,0,2,0,3,44.95636363636363,296.712,0.0963855421686747,18.0,0.0
14448,18.7675,52.14449376744546,1.45,237.6,104,5.2,1,48,364,4,17,12,0.0,10.0,1,0,0,0,20,69.0,248.162.150.52,0.0,5.0,2,6,1,2,0,1,2,Active,United Kingdom,0,22,12,2010,-1,0,1,2,0,0,37.535000000000004,187.675,0.02535211267605634,10.0,0.0
15503,2.1012857142857144,1.7845633748688767,0.42,9.95,74,1.0571428571428572,1,2,363,6,10,12,1.0,66.0,1,0,0,0,70,22.0,243.219.6.202,0.0,5.0,0,1,1,0,3,0,2,Active,United Kingdom,1,3,11,2010,1,0,1,0,2,2,0.4040934065934066,147.09,363.0,66.0,0.0
17251,7.263589743589743,4.332513848600266,1.7,18.75,110,2.8205128205128207,1,12,363,6,11,12,1.0,37.0,1,0,0,0,39,29.0,109.95.153.66,2.0,5.0,0,2,1,0,3,0,2,Pending,United Kingdom,1,11,11,2010,0,0,1,0,2,2,0.7782417582417581,283.28,363.0,37.0,0.0
16923,9.578778735632184,15.35532472789726,-130.0,150.0,3183,4.573275862068965,-40,192,363,6,11,11,0.8721264367816092,12.153846153846152,1,24,0,24,696,33.0,10.202.26.133,2.0,2.0,3,2,3,2,0,0,2,Active,United Kingdom,0,26,8,2010,-1,0,0,0,2,4,512.8330769230769,256.41653846153844,0.03418803418803419,12.153846153846153,0.8965517241379296
14159,3.8599834983498353,3.5829279806708083,-4.25,51.0,4395,3.626237623762376,-4,48,363,6,12,9,0.4108910891089108,35.785714285714285,1,8,0,8,1212,49.1499509964064,214.68.247.98,2.0,2.0,3,0,3,2,0,0,2,Active,United Kingdom,0,23,1,2010,0,0,0,1,1,4,222.7761904761905,334.1642857142857,0.05813953488372093,35.785714285714285,0.0924092409240924
17126,3.785687022900763,3.9828842753351714,-9.95,27.04,790,3.015267175572519,-1,72,363,6,13,7,1.0,27.0,1,2,0,2,262,43.0,71.50.17.11,0.0,3.0,1,3,2,2,3,0,2,Active,United Kingdom,1,17,12,2010,-1,0,3,1,2,1,6.482679738562092,141.69285714285715,0.7203791469194313,27.0,0.0534351145038165
15224,19.405,19.55640560021192,-9.95,68.0,150,9.375,-1,24,363,3,15,12,0.25,4.333333333333333,1,2,0,2,16,65.0,53.50.136.220,1.0,3.0,1,6,1,0,3,1,1,Active,United Kingdom,1,3,6,2010,-1,0,1,2,1,2,0.8648467966573816,103.49333333333334,71.6,4.333333333333333,0.375
14577,6.989512195121953,3.963327351421049,0.95,22.5,353,2.869918699186992,1,10,363,6,11,12,0.5772357723577236,21.5,1,0,0,0,123,38.0,124.236.248.225,2.0,4.0,2,3,2,2,0,0,2,Active,United Kingdom,0,9,3,2010,0,0,1,0,2,0,61.407857142857154,214.92750000000004,0.037037037037037035,21.5,0.0
12753,91.40873913043478,79.72026157924675,-102.0,429.6,11250,48.91304347826087,-40,192,363,2,11,12,0.208695652173913,12.0,1,33,0,33,230,56.0,244.62.217.213,2.0,1.0,3,5,3,2,0,2,2,Active,Japan,0,23,5,2010,-1,4,1,0,1,4,4204.802,1911.2736363636361,0.011142061281337047,12.0,1.5782608695652172
17236,8.72504761904762,9.824220572314111,0.42,47.6,474,4.514285714285714,1,48,363,6,12,11,0.4380952380952381,14.666666666666666,1,0,0,0,105,53.0,76.123.90.29,1.0,2.0,2,4,2,2,0,0,2,Active,United Kingdom,0,9,8,2010,1,0,0,1,1,3,65.43785714285714,152.68833333333333,0.037037037037037035,14.666666666666666,0.0
17372,5.30703557312253,4.631598543288251,0.84,35.400000000000006,749,2.960474308300395,1,36,363,6,12,12,0.6126482213438735,26.875,1,0,0,0,253,50.0,102.227.101.110,4.0,3.0,2,4,2,2,1,0,2,Active,United Kingdom,0,1,10,2010,0,0,1,1,2,3,31.96857142857143,167.835,0.12732919254658384,26.875,0.0
16367,6.188384615384615,4.589620207530672,0.29,20.8,647,4.976923076923077,1,80,363,2,13,11,0.2846153846153846,61.5,1,0,0,0,130,79.0,172.109.173.29,1.0,1.0,1,6,2,2,1,0,2,Active,United Kingdom,0,5,9,2010,-1,0,0,1,1,0,21.17078947368421,402.245,0.11349693251533742,61.5,0.0
12875,171.61500000000004,172.73911557606172,49.470000000000006,293.76000000000005,2019,1009.5,291,1728,363,1,12,7,0.5,0.5,1,0,0,0,2,49.1499509964064,241.216.59.143,3.0,1.0,1,0,1,2,3,2,0,Active,United Kingdom,1,2,8,2010,0,0,3,1,1,1,2.3835416666666673,171.61500000000004,0.65,0.5,0.0
